date,temperature_c,precipitations_mm,cas_paludisme,nb_accidents,nb_accouchements,demande_sang
2025-07-31,28.2,22.6,42,0,11,91.8
2025-08-01,27.7,22.1,46,4,12,96.8
2025-08-02,29.7,22.7,40,9,10,96.5
2025-08-03,28.1,21.7,44,5,6,83.9
2025-08-04,29.3,24.0,45,6,12,94.3
2025-08-05,29.5,25.7,47,2,12,95.2
2025-08-06,29.0,23.5,41,4,13,96.0
2025-08-07,27.8,25.1,42,3,18,92.9
2025-08-08,28.5,21.2,40,7,12,98.1
2025-08-09,28.1,19.9,43,8,8,87.7
2025-08-10,27.3,23.1,44,8,11,95.5
2025-08-11,28.2,20.2,42,1,20,94.5
2025-08-12,27.0,21.9,43,3,11,86.3
2025-08-13,28.8,19.2,40,2,10,87.3
2025-08-14,27.5,18.2,39,3,18,103.3
2025-08-15,28.0,32.4,51,3,8,93.6
2025-08-16,28.0,17.8,40,6,14,101.1
2025-08-17,27.5,30.4,40,6,14,86.1
2025-08-18,28.1,28.1,43,2,13,95.0
2025-08-19,27.2,21.1,42,3,19,86.2
2025-08-20,28.2,19.3,41,3,15,93.6
2025-08-21,26.4,18.3,38,5,10,94.3
2025-08-22,27.5,21.4,45,5,18,102.3
2025-08-23,28.9,16.1,37,9,19,94.0
2025-08-24,26.5,16.6,44,9,12,99.6
2025-08-25,26.7,17.2,40,3,12,89.3
2025-08-26,27.6,15.6,44,4,13,93.9
2025-08-27,27.3,15.3,41,10,13,98.4
2025-08-28,27.4,14.5,41,2,16,88.6
2025-08-29,27.5,15.4,42,1,18,99.9
2025-08-30,27.5,18.2,37,3,20,91.5
2025-08-31,27.9,12.8,41,5,7,91.4
2025-09-01,27.3,20.0,37,5,14,98.1
2025-09-02,26.7,14.9,39,3,9,85.5
2025-09-03,27.4,16.2,35,5,14,98.1
2025-09-04,28.3,13.1,36,4,17,96.3
2025-09-05,26.6,14.8,47,6,12,93.2
2025-09-06,25.9,9.9,38,4,15,91.6
2025-09-07,27.5,14.6,44,7,8,86.9
2025-09-08,26.5,9.2,47,4,15,103.4
2025-09-09,24.8,15.3,38,2,15,94.9
2025-09-10,27.1,22.7,35,8,15,96.9
2025-09-11,26.0,8.9,34,4,12,95.7
2025-09-12,26.3,8.1,42,2,17,87.9
2025-09-13,26.6,11.4,39,15,20,102.3
2025-09-14,26.4,7.5,35,5,20,91.9
2025-09-15,26.8,12.2,38,6,17,106.2
2025-09-16,25.8,6.1,30,2,11,82.2
2025-09-17,26.5,5.7,35,3,21,88.5
2025-09-18,25.9,16.5,30,2,15,83.1
2025-09-19,26.6,7.9,33,6,18,99.8
2025-09-20,26.5,9.7,35,6,14,88.1
2025-09-21,25.2,4.8,35,3,16,87.8
2025-09-22,26.7,6.6,40,6,8,95.7
2025-09-23,25.4,5.5,32,4,12,89.4
2025-09-24,26.4,5.1,37,4,11,92.0
2025-09-25,26.0,5.4,32,6,14,95.6
2025-09-26,27.1,4.1,35,1,8,83.7
2025-09-27,25.5,2.8,27,4,5,79.5
2025-09-28,25.3,1.6,32,5,16,90.6
2025-09-29,25.5,4.6,31,1,19,94.1
2025-09-30,25.3,0.8,36,6,16,93.0
2025-10-01,26.1,3.5,37,3,19,82.9
2025-10-02,24.1,0.8,25,3,15,91.1
2025-10-03,24.5,2.9,28,5,16,96.0
2025-10-04,24.5,4.1,33,3,11,85.6
2025-10-05,26.0,0.7,26,8,18,93.2
2025-10-06,26.6,0.2,32,2,21,91.1
2025-10-07,25.1,0.4,28,4,12,90.8
2025-10-08,25.0,2.8,26,4,12,91.5
2025-10-09,25.2,5.7,34,4,9,89.3
2025-10-10,26.0,0.1,28,2,12,96.6
2025-10-11,24.3,4.0,30,5,18,84.0
2025-10-12,25.2,1.3,23,5,11,84.3
2025-10-13,25.7,2.0,25,5,14,85.4
2025-10-14,25.3,7.9,25,5,16,94.8
2025-10-15,25.0,1.2,29,3,11,81.2
2025-10-16,25.6,1.9,25,2,12,80.3
2025-10-17,22.6,0.0,25,2,10,81.9
2025-10-18,25.3,0.3,27,8,15,91.8
2025-10-19,24.2,0.9,19,8,13,84.4
2025-10-20,23.2,0.1,29,5,7,85.0
2025-10-21,25.1,3.0,23,3,13,86.0
2025-10-22,25.7,1.7,24,1,7,80.3
2025-10-23,24.5,2.4,21,2,12,90.3
2025-10-24,25.3,0.6,23,4,8,87.6
2025-10-25,25.8,1.1,28,7,11,86.4
2025-10-26,25.6,3.3,23,5,11,92.1
2025-10-27,25.8,10.1,22,7,16,94.6
2025-10-28,25.1,0.2,20,6,11,83.9
2025-10-29,24.5,6.6,20,1,10,82.7
2025-10-30,23.1,2.6,25,2,10,86.7
2025-10-31,24.2,2.5,19,6,16,87.7
2025-11-01,23.7,2.1,26,4,13,80.7
2025-11-02,26.1,0.2,19,8,12,86.7
2025-11-03,24.2,0.3,20,3,9,81.9
2025-11-04,24.4,2.8,28,8,9,97.6
2025-11-05,24.7,1.3,19,9,17,97.4
2025-11-06,24.3,7.5,22,3,19,87.5
2025-11-07,25.6,1.6,18,6,13,90.1
2025-11-08,23.7,0.5,23,5,8,87.1
2025-11-09,24.3,3.8,19,6,10,77.4
2025-11-10,23.6,1.0,22,3,14,83.0
2025-11-11,23.1,2.2,23,8,14,93.0
2025-11-12,23.6,3.6,23,5,17,91.7
2025-11-13,24.1,6.9,21,4,17,89.5
2025-11-14,23.8,4.7,22,3,9,82.9
2025-11-15,23.5,3.4,23,4,10,80.9
2025-11-16,23.0,3.4,28,12,11,94.9
2025-11-17,24.0,8.8,31,4,15,96.6
2025-11-18,22.9,1.1,21,2,15,84.4
2025-11-19,24.7,0.0,25,1,17,97.6
2025-11-20,24.1,1.0,23,10,14,103.1
2025-11-21,22.9,0.7,19,7,14,95.9
2025-11-22,23.8,3.3,19,4,16,87.0
2025-11-23,23.4,3.0,18,8,11,93.6
2025-11-24,24.3,2.7,24,5,13,88.4
2025-11-25,25.1,0.0,22,2,20,86.5
2025-11-26,22.5,3.9,23,3,19,88.5
2025-11-27,24.1,1.2,30,9,10,90.3
2025-11-28,23.9,3.3,22,3,18,90.2
2025-11-29,24.5,2.4,18,9,19,92.7
2025-11-30,24.2,1.3,24,4,9,82.9
2025-12-01,23.4,0.4,19,4,20,91.0
2025-12-02,23.7,0.3,24,5,6,86.0
2025-12-03,23.4,5.3,24,4,12,94.9
2025-12-04,24.9,7.5,23,2,16,90.3
2025-12-05,24.0,3.1,20,2,10,86.9
2025-12-06,25.5,0.3,20,8,6,84.2
2025-12-07,24.0,1.5,23,5,15,80.1
2025-12-08,23.5,3.9,27,4,11,81.2
2025-12-09,22.8,4.5,21,1,8,89.6
2025-12-10,22.6,0.4,23,5,13,87.3
2025-12-11,22.8,0.0,20,5,12,85.3
2025-12-12,24.3,3.7,22,6,8,88.1
2025-12-13,24.5,1.3,21,5,10,85.1
2025-12-14,22.8,0.9,22,3,10,83.8
2025-12-15,24.8,0.0,25,5,9,94.8
2025-12-16,23.7,2.3,20,1,15,91.2
2025-12-17,24.2,5.7,26,1,13,82.9
2025-12-18,25.4,9.5,18,7,13,93.8
2025-12-19,24.9,2.5,23,6,9,86.6
2025-12-20,24.0,2.2,27,8,16,91.4
2025-12-21,23.5,0.3,20,3,12,77.3
2025-12-22,22.5,2.4,20,5,15,82.9
2025-12-23,23.7,1.4,18,8,23,96.9
2025-12-24,24.1,2.8,23,5,14,86.3
2025-12-25,23.5,1.5,30,2,17,94.8
2025-12-26,24.2,0.8,21,5,16,89.5
2025-12-27,24.4,0.3,22,7,13,88.6
2025-12-28,24.2,1.1,24,8,21,99.5
2025-12-29,23.9,0.3,23,4,12,81.9
2025-12-30,24.5,0.6,24,4,15,87.1
2025-12-31,24.8,13.1,21,7,22,97.2
